# ПОРЦИЯ ru-163 — 163 из 178. Слова 32401–32600 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	впускаешь	111	TS	
.	вставило	111	S	
.	гримасу	111	TS	
.	деа	111	S	с заглавной 51% · рядом: ма 10, тлщйе 4, агерй 3
.	дедок	111	S	
.	желудь	111	S	
.	жополиз	111	TS	
.	задействуйте	111	S	
.	зазрения	111	TS	
.	заинтересованное	111	TS	
.	запутывает	111	S	
.	захлестнула	111	TS	
.	изолируют	111	S	
.	калечат	111	TS	
.	качаюсь	111	TS	
.	конспиративная	111	S	
.	ликвидируем	111	TS	
.	направишь	111	S	
.	носильщики	111	S	
.	паниковал	111	TS	
.	педалей	111	S	
.	пекле	111	S	
.	перебирал	111	TS	
.	птичьем	111	TS	
.	ромашку	111	TS	
.	салуна	111	S	
.	стрелявших	111	S	
.	стрессовое	111	TS	
.	теплится	111	TS	
.	точат	111	TS	
.	тыкве	111	TS	
.	угадываю	111	TS	
.	усомнится	111	TS	
.	хватаются	111	TS	
.	хохотали	111	TS	
.	эрцгерцога	111	TS	
.	батьки	110	TS	
.	бесстыдство	110	TS	
.	блокируешь	110	S	
.	дальнобойщика	110	S	
.	дезертиром	110	TS	
.	дерзайте	110	TS	
.	запеть	110	TS	
.	излечилась	110	TS	
.	испоганила	110	TS	
.	кондитером	110	TS	
.	немое	110	TS	
.	нетушки	110	TS	
.	отлегло	110	TS	
.	полкилометра	110	TS	
.	предвзята	110	TS	
.	привлекаете	110	TS	
.	приглянулось	110	TS	
.	прорабом	110	S	
.	ренегат	110	S	с заглавной 51% · рядом: южный 6, этот 5, нет 5
.	соединяем	110	TS	
.	шлепни	110	S	
.	экономь	110	TS	
.	богатеньким	109	S	
.	варево	109	TS	
.	выгуливала	109	TS	
.	высадятся	109	S	
.	задир	109	TS	
.	избаловала	109	TS	
.	изуродовать	109	TS	
.	коммунизме	109	TS	
.	коротать	109	S	
.	креветочный	109	S	
.	лягушонка	109	TS	
.	макаронник	109	S	
.	мочатся	109	TS	
.	мусорить	109	TS	
.	окорока	109	S	
.	отважной	109	S	
.	отвлечём	109	S	
.	оформляйте	109	TS	
.	перевыборы	109	S	
.	покойнику	109	TS	
.	порнушка	109	S	
.	порыбачим	109	TS	
.	преуменьшать	109	TS	
.	привыкнем	109	TS	
.	примечательное	109	TS	
.	разузнайте	109	S	
.	рбт	109	S	рядом: нб 50, рпэ 26, иб 24
.	реклам	109	S	
.	сигнальная	109	TS	
.	стогу	109	S	
.	твердь	109	TS	
.	трусить	109	S	
.	укусишь	109	TS	
.	фиолетовом	109	TS	
.	фонарём	109	TS	
.	яксьюи	109	S	с заглавной 42% · рядом: ъ 17, ме 11, лме 7
.	ант	108	S	с заглавной 66% · рядом: адам 11, доктор 8, мистер 5
.	выгребной	108	S	
.	вьетнамская	108	TS	
.	гриши	108	TS	с заглавной 79% · рядом: есть 7, дяди 3, твоего 3
.	дантисты	108	TS	
.	ежовых	108	TS	
.	зверское	108	TS	
.	колумбиец	108	TS	
.	осведомители	108	S	
.	пересечёмся	108	TS	
.	подумывать	108	TS	
.	потекло	108	TS	
.	противился	108	TS	
.	смажь	108	S	
.	судачить	108	TS	
.	схватились	108	TS	
.	сюр	108	TS	Это уже сюр какой-то.
.	таймера	108	S	
.	толкая	108	S	
.	тухлые	108	TS	
.	тёзка	108	TS	
.	уборных	108	S	
.	улеглось	108	TS	
.	флекс	108	S	с заглавной 70% · рядом: менталло 13, эн 12, мой 6
.	хитростей	108	S	
.	чекист	108	S	
.	шпильку	108	S	
.	библейском	107	TS	
.	блевотине	107	TS	
.	вдохновляющей	107	S	
.	взволнованно	107	TS	
.	вырубились	107	S	
.	гордом	107	TS	
.	добываю	107	S	
.	жжёшь	107	TS	
.	закадычные	107	TS	
.	заманишь	107	TS	
.	искупит	107	S	
.	каютах	107	TS	
.	ковбоями	107	S	
.	коралловый	107	TS	
.	любопытную	107	S	
.	лягушачьи	107	TS	
.	наемся	107	TS	
.	налеты	107	TS	
.	нальют	107	S	
.	напялить	107	S	
.	наряжается	107	S	
.	отталкивают	107	TS	
.	переждём	107	TS	
.	подеремся	107	S	
.	подразумевали	107	S	
.	подрезала	107	S	
.	пописай	107	TS	
.	пошить	107	TS	
.	привета	107	TS	
.	прикрепите	107	TS	
.	приложился	107	TS	
.	проступках	107	TS	
.	протектора	107	S	
.	психопатами	107	S	
.	раздаст	107	TS	
.	расчёска	107	TS	
.	ревеня	107	TS	
.	резекцию	107	S	
.	сбегутся	107	S	
.	снизошла	107	S	
.	усложнилась	107	TS	
.	хрустящую	107	S	
.	шизанутый	107	TS	
.	веснушками	106	TS	
.	видеокамерой	106	TS	
.	возместим	106	TS	
.	воскресенью	106	TS	
.	выдавлю	106	S	
.	драконьи	106	S	
.	драматичным	106	TS	
.	душителя	106	S	с заглавной 45% · рядом: бостонского 17, хиллсайдского 8, туманного 5
.	забиться	106	TS	
.	игриво	106	TS	
.	изголодался	106	TS	
.	измеряю	106	S	
.	изнасилованной	106	S	
.	коснитесь	106	TS	
.	лоботомии	106	TS	
.	манду	106	S	
.	миритесь	106	TS	
.	мокка	106	S	с заглавной 58% · рядом: джо 56, латте 8, двойной 4
.	мычать	106	TS	
.	отвлекающих	106	TS	
.	париках	106	S	
.	парковщика	106	S	
.	патрулем	106	S	
.	переборки	106	S	
.	погуляла	106	TS	
.	подогрей	106	TS	
.	приволокли	106	S	
.	проворнее	106	TS	
.	продастся	106	S	
.	слетелись	106	TS	
.	споря	106	TS	
.	сучары	106	S	
.	удержите	106	S	
.	фермерской	106	S	
.	чудесному	106	S	
.	абажур	105	TS	
