# ПОРЦИЯ ru-152 — 152 из 178. Слова 30201–30400 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	скользящий	107	S	
.	спускала	107	S	
.	сшит	107	TS	
.	сытный	107	S	
.	теток	107	S	
.	бите	106	S	
.	выкопала	106	TS	
.	выползла	106	TS	
.	доведём	106	TS	
.	дозвонишься	106	TS	
.	завивки	106	S	
.	загони	106	S	
.	заикание	106	TS	
.	заразится	106	S	
.	зеваки	106	TS	
.	измеритель	106	S	
.	камзол	106	S	
.	лемура	106	S	
.	мустангов	106	S	с заглавной 49% · рядом: этих 6, пони 4, диких 4
.	ненадежные	106	S	
.	отравленного	106	TS	
.	переночуете	106	TS	
.	потопит	106	S	
.	приглядишь	106	S	
.	просятся	106	TS	
.	прото	106	S	с заглавной 60% · рядом: адам 19, меркаба 14, ты 5
.	разгадаю	106	S	
.	распределим	106	S	
.	решаешься	106	TS	
.	сердечка	106	TS	
.	симулировал	106	TS	
.	тернистый	106	TS	
.	топчемся	106	TS	
.	тыкв	106	TS	
.	удумали	106	TS	
.	хлорки	106	S	
.	щупал	106	S	
.	этической	106	TS	
.	вредите	105	S	
.	забой	105	S	
.	завоюй	105	S	
.	загорела	105	TS	
.	законопослушные	105	TS	
.	заскок	105	S	
.	исцелится	105	TS	
.	исчезнувшей	105	S	
.	кайфануть	105	S	
.	лоботомия	105	S	
.	мажешь	105	S	
.	окоченения	105	S	
.	пакуем	105	TS	
.	погоней	105	S	
.	проболтаюсь	105	S	
.	прослезился	105	TS	
.	пустовать	105	S	
.	расчесать	105	TS	
.	слиняла	105	S	
.	утренник	105	S	
.	физиономией	105	TS	
.	швах	105	TS	
.	яву	105	S	с заглавной 43% · рядом: через 4, свою 2, даже 2
.	брадикардия	104	TS	
.	бюстгальтеры	104	S	
.	вещий	104	TS	
.	грубостью	104	TS	
.	дайвингом	104	TS	
.	есаул	104	S	
.	запугаешь	104	TS	
.	заселились	104	S	
.	качалке	104	S	
.	кивнула	104	TS	
