# ПОРЦИЯ ru-119 — 119 из 178. Слова 23601–23800 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	крохотное	158	TS	
.	ляжете	158	TS	
.	обманутой	158	TS	
.	попадалась	158	TS	
.	прожевать	158	TS	
.	пустышку	158	S	
.	серверной	158	TS	
.	схлопочешь	158	TS	
.	таблетке	158	TS	
.	ульи	158	TS	
.	яичка	158	S	
.	бесчестье	157	TS	
.	всадили	157	TS	
.	всадником	157	S	с заглавной 46% · рядом: без 11, драконьим 11, кровным 9
.	высылаем	157	S	
.	качаю	157	TS	
.	никчемным	157	S	
.	оживет	157	TS	
.	подмени	157	S	
.	просрочена	157	TS	
.	раздадим	157	TS	
.	разошли	157	S	
.	рулеты	157	S	
.	фюрером	157	S	
.	венца	156	TS	
.	выжечь	156	S	
.	грузе	156	S	
.	дедулей	156	S	
.	доверишь	156	S	
.	исусе	156	TS	с заглавной 71% · рядом: господи 180, христе 12, ты 8
.	надавите	156	S	
.	опозорит	156	TS	
.	отчаянья	156	S	
.	переписывалась	156	S	
.	петухом	156	TS	
.	потрепали	156	S	
.	рассиживаться	156	TS	
.	славном	156	S	
.	соплях	156	TS	
.	спугнула	156	TS	
.	технарь	156	TS	
.	трахнулась	156	S	
.	ангелах	155	S	
.	именинника	155	TS	
.	крэком	155	S	
.	нимфа	155	TS	
.	оглядеться	155	TS	
.	отрываюсь	155	S	
