# ПОРЦИЯ ru-007 — 7 из 178. Слова 1201–1400 из 35442 (русская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	пивка	1489	TS	
.	пропустишь	1459	TS	
.	возражаю	1428	TS	
.	управляю	1408	TS	
.	синьорина	1389	TS	
.	задержусь	1379	TS	
.	напоминаешь	1377	TS	
.	вхожу	1343	TS	
.	уезжаете	1341	TS	
.	преподать	1334	TS	
.	отрежу	1290	TS	
.	устраиваем	1244	TS	
.	разозлится	1188	TS	
.	придумаешь	1625	TS	
.	травка	1520	TS	
.	доставай	1503	TS	
.	лжёт	1489	TS	
.	поиграй	1467	TS	
.	стонет	1458	TS	
.	пожалеете	1443	TS	
.	покину	1438	TS	
.	выпустите	1427	TS	
.	психи	1422	TS	
.	избавь	1415	TS	
.	возвращаю	1406	TS	
.	останьтесь	1404	TS	
.	контролирую	1388	TS	
.	родео	1371	S	
.	заработаешь	1370	TS	
.	сударыня	1333	TS	
.	погромче	1298	TS	
.	зайдём	1291	TS	
.	утешит	1155	TS	
.	автоответчик	1583	TS	
.	притворялся	1568	TS	
.	смеялась	1568	TS	
.	вызовем	1543	TS	
.	меняю	1466	TS	
.	дарю	1445	TS	
.	сохраню	1442	TS	
.	уйдите	1435	TS	
.	заплати	1397	TS	
.	запомню	1293	TS	
.	рискуем	1285	TS	
.	подготовлю	1224	TS	
.	угощу	1652	TS	
.	болтают	1551	TS	
.	заткни	1537	TS	
.	попадем	1527	TS	
.	коротышка	1520	TS	
.	парься	1487	TS	
.	сыграй	1443	TS	
.	торчит	1437	TS	
.	натворили	1423	TS	
.	повторяй	1134	TS	
.	повеселимся	1635	TS	
.	вздумается	1532	TS	
.	дуй	1488	TS	Дуй за ним.
.	алкоголик	1482	TS	
.	неа	1452	TS	Неа, я пас.
.	наговорила	1423	TS	
.	зайдешь	1404	TS	
.	сдашь	1313	TS	
.	непохоже	1259	TS	
.	останавливайся	1219	TS	
