# ПОРЦИЯ tt-004 — 4 из 19. Слова 601–800 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	карыйсызмы	6	TS	
.	качма	6	TS	
.	киемегезне	6	TS	
.	килештем	6	S	
.	киләсезме	6	T	
.	киттеңме	6	TS	
.	колакларым	6	TS	
.	коралда	6	TS	
.	күренмисең	6	TS	
.	күренәм	6	S	
.	күрәчәкмен	6	S	
.	күчергечне	6	TS	
.	менәбез	6	TS	
.	намасте	6	S	с заглавной 100% · рядом: рәхмәт 1, әйе 1, әзерме 1
.	нишләгәнегезне	6	S	
.	очасың	6	S	
.	очратуыма	6	TS	
.	периметрны	6	S	
.	сакаар	6	S	с заглавной 100% · рядом: билгеле 1, төзүчесе 1, асгард 1
.	саташулар	6	S	
.	саубулыгыз	6	S	
.	серсүз	6	TS	
.	сорамадың	6	TS	
.	суалчаннарны	6	S	
.	суаяк	6	S	с заглавной 67% · рядом: әфәнде 6, өйрәндем 1, мин 1
.	сөйләшмәгез	6	T	
.	тизәкне	6	S	
.	тиште	6	TS	
.	тузаннан	6	TS	
.	туктатам	6	TS	
.	тәмугъ	6	S	
.	тәмугъта	6	S	
.	тәтегә	6	S	
.	улымнан	6	S	
.	урындамы	6	TS	
.	урыннарыгызны	6	S	
.	чакырдың	6	TS	
.	чыгарсың	6	TS	
.	шазам	6	S	с заглавной 100% · рядом: кушты 1, әйтсәң 1
.	шундамы	6	S	
.	ышанмассың	6	S	
.	юнәлт	6	TS	
.	якынлашма	6	S	
.	ясама	6	TS	
.	ясасам	6	TS	
.	яшенне	6	S	
.	җидене	6	TS	
.	әлҗәзаир	6	T	с заглавной 100% · Ни өчен Әлҗәзаир?
.	авиаоешмасы	5	S	с заглавной 40% · рядом: аджира 3, халыкара 1
.	авыртты	5	TS	
.	акылыңны	5	TS	
.	алдасаң	5	TS	
.	алмавыңны	5	S	
.	алыштырдым	5	TS	
.	ардың	5	S	
.	атыйсыңмы	5	TS	
.	ахмакның	5	TS	
.	ашыксаң	5	TS	
.	балкышлар	5	S	
.	белгәнеңне	5	TS	
.	биреләм	5	TS	
.	блонди	5	S	
.	булышсам	5	S	
.	бәялә	5	S	
.	джулиетны	5	S	с заглавной 100% · рядом: сунны 1, чакырыгыз 1, кешеләр 1
.	дошманың	5	TS	
.	ишет	5	TS	
.	ишетмәдең	5	S	
.	кабатлыйк	5	S	
.	кайтмадымы	5	S	
.	кайтмасам	5	S	
.	кайтуың	5	TS	
.	кайтуыңны	5	TS	
.	калмадың	5	T	
.	капла	5	TS	
.	каплармын	5	TS	
.	киемнәреңне	5	TS	
.	китердеңме	5	S	
.	куркасызмы	5	TS	
.	курыкмадым	5	TS	
.	кызма	5	S	
.	кыяда	5	S	
.	кыяфәтең	5	TS	
.	көнме	5	TS	
.	ләззәтлән	5	TS	
.	манәр	5	S	
.	меннад	5	T	
.	менәм	5	S	
.	мылтыгыңны	5	TS	
.	нитроглицерин	5	S	
.	нишләгәнне	5	S	
.	номерыңны	5	TS	
.	осоно	5	S	с заглавной 100% · рядом: апа 4, икмәкханәдән 1, кинәт 1
.	оял	5	T	Картлардан курык, яшьләрдән оял.
.	оялма	5	TS	
.	панда	5	TS	
.	паранойя	5	TS	
.	пендрагон	5	S	с заглавной 100% · рядом: ханым 2, тылсымчының 1, әнисе 1
.	саттыңмы	5	TS	
.	саубуллаш	5	TS	
.	селкенсәң	5	TS	
.	синекенә	5	S	
.	сүндерәм	5	S	
.	сәлҗыклар	5	S	
.	сөйләгәнемне	5	TS	
.	сөйләмәдеме	5	S	
.	сөйләшмәячәкмен	5	T	
.	ташламыйм	5	TS	
.	телефоның	5	TS	
.	тешләремне	5	TS	
.	тидердем	5	T	
.	тикшерермен	5	TS	
.	торасыңмы	5	TS	
.	тоттыгыз	5	TS	
.	тоттыңмы	5	S	
.	тузанкайлар	5	S	
.	тыңламадың	5	TS	
.	түтәй	5	S	
.	тәмамладыңмы	5	TS	
.	тәмек	5	S	
.	төзәтегез	5	TS	
.	төкерәм	5	TS	
.	төшерермен	5	TS	
.	уйлавың	5	TS	
.	уйлавыңны	5	TS	
.	уйлаганың	5	TS	
.	уйныйбызмы	5	TS	
.	футурама	5	S	с заглавной 100% · рядом: ның 3, төстә 1, үч 1
.	чагыңда	5	TS	
.	чыгачакмы	5	S	
.	чәчләреңне	5	TS	
.	шалтыраттың	5	TS	
.	шатмы	5	TS	
.	шикләнмисеңме	5	S	
.	ышанмадың	5	TS	
.	эзләдегезме	5	TS	
.	этемне	5	T	
