# ПОРЦИЯ tt-019 — 19 из 19. Слова 3601–3734 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	ясагансың	3	TS	
.	ясамадың	3	S	
.	ятасыңмы	3	TS	
.	яткызабыз	3	S	
.	яттыңмы	3	S	
.	яфрагыннан	3	TS	
.	яхтага	3	S	
.	яшердегез	3	TS	
.	яшьлегеңдә	3	T	
.	яшәгәнегезне	3	TS	
.	яшәгәнеңне	3	TS	
.	яшәгәнме	3	S	
.	яшәдеңме	3	TS	
.	яңаклаудан	3	TS	
.	җарвисны	3	S	с заглавной 100% · рядом: альтрон 1, йота 1, син 1
.	җебек	3	S	с заглавной 100% · рядом: әфәнде 2, мине 1
.	җибәрлек	3	S	
.	җибәрмәячәкләр	3	TS	
.	җибәрәсезме	3	S	
.	җикән	3	T	
.	җилән	3	T	
.	җимерәсең	3	S	
.	җимерәчәкмен	3	TS	
.	җимешләрдән	3	T	
.	җимне	3	TS	
.	җирлеләр	3	TS	
.	җирләнергә	3	S	
.	җитешербез	3	S	
.	җитешәбез	3	S	
.	җитешәсең	3	S	
.	җитсәк	3	S	
.	җиттегез	3	TS	
.	җиттеңме	3	TS	
.	җиңелдең	3	S	
.	җиңәчәген	3	S	
.	җыелыштагыларның	3	T	
.	җыенабызмы	3	TS	
.	җыештырам	3	TS	
.	җыйдың	3	S	
.	җыйнаксыз	3	TS	
.	җылыт	3	TS	
.	җырларбыз	3	TS	
.	җырчыгыз	3	T	
.	җәзамы	3	S	
.	җәллады	3	S	
.	җөмләләрен	3	T	
.	үбешергә	3	TS	
.	үбәсем	3	T	
.	үзгәрдем	3	S	
.	үзгәрмәдең	3	TS	
.	үзгәрт	3	TS	
.	үзгәртмәячәкмен	3	T	
.	үзләрне	3	S	
.	үкен	3	T	
.	үкенде	3	T	
.	үкенмичә	3	S	
.	үкенмәссең	3	TS	
.	үкенәчәкмен	3	S	
.	үлемдә	3	TS	
.	үлемең	3	S	
.	үлергә	3	TS	
.	үлмәячәкмен	3	TS	
.	үләсеңме	3	TS	
.	үләчәкменме	3	S	
.	үрдәге	3	T	
.	үрмәкүчләрдән	3	T	
.	үрмәкүчләрне	3	T	
.	үрмәкүчнең	3	TS	
.	үрнәктән	3	TS	
.	үрт	3	T	Ку үләнгә үрт салу.
.	үскәнсең	3	S	
.	үсмәс	3	T	
.	үсәсең	3	TS	
.	үтенегез	3	T	
.	үтенмә	3	TS	
.	үтерергәме	3	S	
.	үтерик	3	S	
.	үтермисең	3	S	
.	үтерсәләр	3	S	
.	үтерсәм	3	S	
.	үтерәчәкләрме	3	S	
.	үткәнең	3	TS	
.	үтәмәдем	3	S	
.	үтәрмен	3	TS	
.	үчлекле	3	TS	
.	һавайя	3	T	с заглавной 100% · Укулеле — Һавайя гитарасы.
.	һаваһөҗүм	3	S	
.	һайнрих	3	T	с заглавной 100% · Һайнрих Бөлль әсәрләре шактый фаҗигале, ләкин сугыштан соңгы буын өчен бик кызыклы.
.	һарви	3	S	с заглавной 100% · рядом: әйе 1, табибларны 1, сез 1
.	һаулның	3	S	с заглавной 100% · рядом: кирмәне 2, нәрсә 1, йөрәге 1
.	һаффлпафф	3	S	с заглавной 100% · рядом: гриффиндор 1
.	һерли	3	S	
.	һимнны	3	T	
.	әзерлисең	3	TS	
.	әзерлисеңме	3	S	
.	әзерләдеңме	3	TS	
.	әзерләргәме	3	TS	
.	әйберләреме	3	T	
.	әйберләрең	3	S	
.	әйләнмәләрен	3	S	
.	әйме	3	S	
.	әйтмисез	3	TS	
.	әйтмисеңме	3	S	
.	әйтмичәкмен	3	S	
.	әйтмәдемме	3	TS	
.	әйтмәдеммени	3	T	
.	әйтүемне	3	T	
.	әйтәчәгеңне	3	TS	
.	әлманахны	3	S	
.	әниегезне	3	TS	
.	әниегезнең	3	TS	
.	әтәче	3	T	
.	әфсене	3	S	
.	әфьюнны	3	S	
.	әфьюнсез	3	S	
.	әфәндеме	3	TS	
.	әәә	3	S	
.	өйенә	3	TS	
.	өйрә	3	T	
.	өйрәнгәнең	3	T	
.	өйрәндегезме	3	TS	
.	өйрәнмим	3	T	
.	өйрәнмәдек	3	S	
.	өйрәнәсез	3	T	
.	өйрәтмәдеме	3	TS	
.	өйрәтәсең	3	S	
.	өленге	3	T	
.	өметләнәсез	3	S	
.	өметсезләнгән	3	S	
.	өрекләр	3	S	
.	өрәкләргә	3	T	
.	өстенлексез	3	S	
.	өшеде	3	T	
.	өянке	3	T	
