# ПОРЦИЯ tt-010 — 10 из 19. Слова 1801–2000 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	тутыр	5	TS	
.	тылсымын	5	S	
.	тырай	5	T	
.	тырышмадым	5	TS	
.	тырыштыгыз	5	S	
.	түләдең	5	TS	
.	түшәмдә	5	S	
.	тәмамлыйсың	5	S	
.	тәмугъка	5	S	
.	тәпикәй	5	S	с заглавной 100% · рядом: минем 1, ачуланма 1, сине 1
.	тәңрем	5	T	с заглавной 67% · Тәңрем, үзең ярлыка!
.	төшердеңме	5	TS	
.	төяк	5	S	
.	уеныңны	5	TS	
.	уздың	5	S	
.	уйлаганга	5	TS	
.	уйламадың	5	S	
.	уйларың	5	S	
.	уйлысыңмы	5	S	
.	утызда	5	T	
.	уяндың	5	TS	
.	уяттың	5	TS	
.	фотографиясен	5	T	
.	фуны	5	S	
.	футболкаңны	5	S	
.	фәхешханә	5	S	
.	харпер	5	S	с заглавной 100% · рядом: мин 1, стенхоуп 1, бүлдергән 1
.	хәзерме	5	TS	
.	хәнҗәрне	5	S	
.	хәтерләмисең	5	TS	
.	хәтерләтмиме	5	TS	
.	чакырдыгыз	5	TS	
.	чакырдыгызмы	5	TS	
.	чебеше	5	TS	
.	чергән	5	S	
.	чибәрем	5	TS	
.	чиксезле	5	S	
.	чиләктән	5	TS	
.	чуан	5	TS	
.	чыкмасаң	5	TS	
.	чыңлау	5	S	с заглавной 67% · рядом: метал 1, дәрәҗәдәге 1
.	шалтыратасы	5	TS	
.	шалтыратасың	5	S	
.	шалтыратмадым	5	TS	
.	шалтыратырсыз	5	TS	
.	шарга	5	TS	
.	шатланасың	5	TS	
.	шикләрем	5	TS	
.	ырылдау	5	S	с заглавной 100% · рядом: сыман 1, буталчык 1, түбән 1
.	ырылдый	5	TS	
.	ышанмадылар	5	TS	
.	ышанмассыз	5	TS	
.	ышанмыйсызмы	5	TS	
.	эзләгәнемне	5	TS	
.	эзләсәгез	5	S	
.	эйтри	5	S	
.	эчәсезме	5	TS	
.	эшличәкмен	5	S	
.	эшләгәнебезне	5	TS	
.	эшләпәмне	5	T	
.	югалттыңмы	5	TS	
.	юдыңмы	5	TS	
.	ябыкмы	5	T	
.	яклыйсың	5	TS	
.	яксаң	5	T	
.	ялганчының	5	T	
.	яндырдың	5	S	
.	янчыгыннан	5	T	
.	янчыгыңны	5	TS	
.	ярдәмчең	5	TS	
.	яшергәнен	5	TS	
.	яшердем	5	TS	
.	җенне	5	S	
.	җибәрерсез	5	TS	
.	җилкәндә	5	S	
.	җиңелдек	5	TS	
.	җыенганыңны	5	TS	
.	җыештыр	5	TS	
.	үбәм	5	TS	
.	үзгәргәнсең	5	TS	
.	үзегезнекен	5	TS	
.	үлгәнне	5	TS	
.	үлемемне	5	TS	
.	үлмәскә	5	TS	
.	үлмәячәк	5	TS	
.	үләчәгеңне	5	TS	
.	үтермим	5	S	
.	һа	5	S	
.	һөнәрең	5	TS	
.	әбиеңә	5	TS	
.	әйедер	5	S	
.	әйтегезче	5	TS	
.	әйтмәм	5	TS	
.	әйтмәссеңме	5	TS	
.	өемнән	5	TS	
.	өйрәнәсеңме	5	TS	
.	өметеңне	5	TS	
.	аббат	4	T	
.	абыеңа	4	TS	
.	абыеңның	4	TS	
.	абынды	4	T	
.	авансны	4	TS	
.	авырлыгың	4	TS	
.	авырттырды	4	TS	
.	адресым	4	T	
.	актёрлык	4	S	
.	акылдамы	4	S	
.	акылымда	4	TS	
.	алачаксызмы	4	S	
.	алачыкны	4	S	
.	алдагыга	4	TS	
.	алдадык	4	TS	
.	алдалый	4	S	
.	алдамады	4	S	
.	алдамадым	4	TS	
.	алдаучан	4	T	
.	алдыйсыз	4	TS	
.	алмадыгызмы	4	TS	
.	алмыйммы	4	TS	
.	аляскада	4	TS	с заглавной 100% · Мин Аляскада яшим.
.	анджелестагы	4	S	
.	анджелестан	4	S	
.	анестезия	4	TS	
.	аркама	4	TS	
.	армут	4	T	
.	арнцт	4	S	с заглавной 100% · рядом: аламмы 1, кайда 1
.	арчу	4	T	
.	арыдыңмы	4	T	
.	арья	4	S	
.	атагызга	4	S	
.	атадыгыз	4	TS	
.	атканнарын	4	TS	
.	атланыгыз	4	S	
.	аттыңмы	4	S	
.	атыйсыз	4	TS	
.	ахмакларны	4	TS	
.	ачмасаң	4	TS	
.	ачуландыра	4	T	
.	ачуланыштык	4	TS	
.	ачыкмы	4	T	
.	ашадыгызмы	4	TS	
.	ашамыйбыз	4	TS	
.	ашказаным	4	TS	
.	ашыйсыгыз	4	TS	
.	ашымны	4	TS	
.	аягыңа	4	S	
.	аңладыгыз	4	TS	
.	аңыңа	4	TS	
.	баздың	4	S	
.	баканы	4	TS	
.	бардымы	4	TS	
.	бармыйсыз	4	TS	
.	батар	4	T	
.	бауларым	4	S	
.	башкисәре	4	S	
.	башлангычыннан	4	S	
.	башлангычының	4	S	
.	бекка	4	S	с заглавной 100% · рядом: безгә 1, син 1, булышасың 1
.	белгәнебез	4	S	
.	белгәннәремнең	4	TS	
.	белгәннәреңне	4	S	
.	белгәнсең	4	S	
.	белмисеңмени	4	TS	
.	бенни	4	S	с заглавной 100% · рядом: джек 1, эмси 1, күкәйләр 1
.	бернишләп	4	TS	
.	бетердең	4	TS	
.	бетерим	4	TS	
.	бетмисең	4	S	
.	бикләде	4	TS	
.	бикләү	4	TS	
.	билгелим	4	S	
.	бинтлар	4	S	
.	биопсия	4	S	
.	биргәнеңне	4	TS	
.	бирелдем	4	TS	
.	бирмәсәм	4	S	
.	бирән	4	TS	
.	бифрост	4	S	с заглавной 100% · рядом: миңа 1, мине 1, урыны 1
.	бластер	4	S	
.	бластерны	4	S	
.	богавы	4	TS	
.	боздык	4	S	
.	бон	4	S	рядом: вояж 2, ами 2, хәзер 1
.	борабыз	4	S	
.	борам	4	S	
.	бораулаганда	4	S	
.	борел	4	S	с заглавной 100% · рядом: мондамы 1, кайда 1
.	борчылмасаң	4	S	
.	борчылсаң	4	S	
.	борчымагыз	4	TS	
.	букчада	4	S	
.	букчам	4	S	
.	булалмас	4	TS	
.	булмавыңны	4	TS	
.	булмаячаксыз	4	TS	
.	булышмыйсың	4	TS	
.	бутадым	4	TS	
.	бәйләвечне	4	S	
.	бәлли	4	S	
.	бәргәч	4	S	
