# ПОРЦИЯ tt-005 — 5 из 19. Слова 801–1000 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	гыйбадәтханәдән	4	S	
.	джунглидагы	4	TS	
.	дидемме	4	TS	
.	дозаны	4	S	
.	дулкынланма	4	S	
.	егылсаң	4	TS	
.	зепп	4	S	с заглавной 100% · рядом: бранниган 2, клиентым 1, бранниганны 1
.	иллюзияләр	4	TS	
.	индастриз	4	S	с заглавной 75% · рядом: оскорп 3, старк 2, квест 1
.	иренчәк	4	T	
.	исертә	4	TS	
.	итүең	4	TS	
.	иңбашларын	4	T	
.	йоклыйсыңмы	4	TS	
.	йортымы	4	S	
.	йыван	4	T	
.	йөзәсең	4	S	
.	кабызыла	4	S	с заглавной 67% · рядом: рәвеше 1, астан 1, машиналар 1
.	кайгыртырбыз	4	TS	
.	кайтамы	4	TS	
.	капот	4	S	
.	каргасы	4	T	
.	каргышны	4	S	
.	качмас	4	TS	
.	кибернетик	4	S	
.	киенде	4	TS	
.	килешмәдек	4	TS	
.	киметегез	4	TS	
.	кимсетте	4	TS	
.	кисешкәндә	4	S	
.	киткәнемне	4	S	
.	китмәячәкбез	4	TS	
.	киттекме	4	TS	
.	китүебезне	4	S	
.	кодлау	4	S	с заглавной 67% · рядом: билгесез 1, лазерлы 1, профильләрне 1
.	колаклыклар	4	S	
.	комачауламагыз	4	TS	
.	коткарачаклар	4	S	
.	коткарачакмын	4	S	
.	коткаргач	4	S	
.	коткарырмын	4	TS	
.	котыртырга	4	TS	
.	кочаклыйм	4	S	
.	кулланасыңмы	4	TS	
.	кушармын	4	S	
.	кызымы	4	TS	
.	кыландым	4	TS	
.	кытаклый	4	T	
.	күзәтәчәкмен	4	TS	
.	күкәйләрне	4	TS	
.	күлмәгең	4	TS	
.	күпертмә	4	S	
.	күренәмме	4	TS	
.	күрешкәнче	4	TS	
.	күчерик	4	S	
.	көнеңне	4	T	
.	көнеңә	4	TS	
.	ләкләк	4	T	
.	менегез	4	TS	
.	намусың	4	TS	
.	нидавеллир	4	S	с заглавной 100% · рядом: чынмы 1, алачыгында 1
.	нимерия	4	S	с заглавной 100% · рядом: бишбармак 2, рәхмәт 1
.	ньюман	4	S	
.	озынборын	4	TS	
.	очасыңмы	4	TS	
.	патшалыкта	4	S	
.	пиццага	4	T	
.	проблемамы	4	S	
.	программалаштырылган	4	S	
.	пьетро	4	S	с заглавной 100% · рядом: максимофф 1, натаниэл 1, бартон 1
.	сайлармын	4	TS	
.	сакны	4	S	
.	сатма	4	TS	
.	сатмадым	4	TS	
.	сезме	4	TS	
.	селфи	4	TS	
.	сойердан	4	S	с заглавной 100% · рядом: сора 2, коралларныны 1, коралларны 1
.	сорарсың	4	S	
.	стейк	4	S	
.	стимулятор	4	TS	
.	стрикленд	4	S	с заглавной 100% · рядом: әфәнде 3, әй 1, сез 1
.	сугыгыз	4	TS	
.	сындырдың	4	TS	
.	сүт	4	S	рядом: мине 4, ира 1, әле 1
.	сәгатең	4	TS	
.	сөйләгәнче	4	TS	
.	сөйләштегезме	4	TS	
.	сөйләштеме	4	TS	
.	таныдыңмы	4	TS	
.	тапмадыңмы	4	S	
.	тегесеннән	4	T	
.	телимме	4	TS	
.	тешләрегезне	4	TS	
.	торның	4	S	с заглавной 100% · рядом: кемдә 1, бармак 1, тын 1
.	туемда	4	TS	
.	тутырыгыз	4	TS	
.	тыңламыйм	4	S	
.	тыңламыйсың	4	S	
.	урладыңмы	4	S	
.	утырырсың	4	TS	
.	хафаланма	4	T	
.	хорос	4	S	с заглавной 100% · рядом: яхшы 1, тырыштым 1, идең 1
.	чакра	4	T	
.	чакырдыңмы	4	TS	
.	чакырт	4	S	
.	чемоданда	4	S	
.	чистартыгыз	4	TS	
.	чыгачаксың	4	TS	
.	шалтыратмадың	4	TS	
.	шалтыраттыңмы	4	TS	
.	шартлагач	4	S	
.	шеймус	4	S	с заглавной 100% · рядом: сезне 1, табып 1, син 1
.	шикләнмәдем	4	TS	
.	шәрабне	4	S	
.	ышанмам	4	S	
.	элронд	4	S	с заглавной 100% · рядом: нияте 2, нигә 1, киңәше 1
.	этегез	4	TS	
.	эчмәде	4	TS	
.	эчмәдем	4	TS	
.	эшләпәне	4	TS	
.	эшләячәксез	4	TS	
.	ялварам	4	S	
.	ялкауның	4	T	
.	яттың	4	TS	
.	яшеңдә	4	S	
.	яшисеңме	4	TS	
.	яшәдегезме	4	S	
.	җепсә	4	T	
.	җибәрдегез	4	S	
.	җимерелдек	4	S	
.	җылымы	4	TS	
.	җылыткычны	4	TS	
.	җәзалады	4	S	
.	үгезле	4	S	с заглавной 100% · рядом: калкулыкта 2, сез 1, калкулыкны 1
.	үләнчел	4	T	
