# ПОРЦИЯ tt-009 — 9 из 19. Слова 1601–1800 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	явамы	6	T	
.	яклымы	6	TS	
.	ялгышам	6	TS	
.	яманга	6	TS	
.	яндыр	6	TS	
.	яраңны	6	S	
.	яшәгәнемне	6	TS	
.	җавабың	6	TS	
.	җилкәм	6	TS	
.	җитәрмен	6	T	
.	җиңелдем	6	S	
.	җыенмыйсың	6	TS	
.	үзгәрдең	6	TS	
.	үкерә	6	T	
.	үләрсең	6	TS	
.	үрмәкүчкә	6	S	
.	үткәр	6	TS	
.	өегез	6	TS	
.	өлешләрем	6	S	
.	авырттырдым	5	S	
.	алачакмынмы	5	S	
.	алачыкка	5	TS	
.	албастыга	5	S	
.	алдыйчак	5	S	
.	алтыным	5	TS	
.	алтысыннан	5	S	
.	алырсыңмы	5	TS	
.	артымны	5	S	
.	атармын	5	TS	
.	ахмаклыгы	5	TS	
.	ашаганың	5	TS	
.	ашамыйсың	5	T	
.	ашыйк	5	TS	
.	ашыйсыз	5	TS	
.	барасыгыз	5	TS	
.	бардан	5	TS	
.	басмагыз	5	TS	
.	бастырылу	5	S	
.	батам	5	TS	
.	батачак	5	S	
.	баттың	5	S	
.	беркемнеке	5	TS	
.	бинго	5	S	
.	богауларны	5	S	
.	борының	5	TS	
.	боһ	5	S	рядом: минем 1
.	брокколи	5	TS	
.	брюска	5	S	с заглавной 100% · рядом: булыш 2, тапкыр 1, әфәрин 1
.	булмаганның	5	T	
.	булышыйм	5	TS	
.	булышырсыз	5	S	
.	буяды	5	TS	
.	бүлмәңдә	5	TS	
.	бәйләгез	5	TS	
.	вальдо	5	S	с заглавной 100% · рядом: обручев 2, чәчәк 1, ризыгы 1
.	вейли	5	S	
.	вейлига	5	S	
.	вормир	5	S	с заглавной 100% · рядом: координатлары 1
.	вөҗданың	5	T	
.	гамбо	5	S	
.	гидрага	5	S	с заглавной 100% · рядом: рәхим 1, очкычны 1, килдек 1
.	гораций	5	S	с заглавной 100% · рядом: мин 2, математик 1, элемтәгә 1
.	горилла	5	TS	
.	дженис	5	S	с заглавной 100% · рядом: япанчамны 1, яхшы 1, әйе 1
.	джентльмен	5	T	
.	джокер	5	S	с заглавной 100% · рядом: кызы 1, безнең 1, аерылган 1
.	дивардан	5	TS	
.	дрон	5	TS	
.	егылырсың	5	TS	
.	иен	5	T	Миллион иен штраф?
.	иманыңны	5	TS	
.	иминлектәме	5	S	
.	иминме	5	S	
.	исердем	5	S	
.	иссез	5	T	
.	итмичәк	5	S	
.	итәчәксеңме	5	S	
.	ияләндем	5	S	
.	йокламыйм	5	TS	
.	йоркның	5	S	с заглавной 100% · рядом: нью 1, чергән 1, төньяк 1
.	йөклелеккә	5	S	
.	йөртәсең	5	TS	
.	кайтачаксың	5	S	
.	кайтуыбызны	5	TS	
.	каласыңмы	5	TS	
.	калдыгызмы	5	T	
.	калдырмам	5	TS	
.	калдырырмын	5	TS	
.	калтырансын	5	T	
.	калтырау	5	S	
.	капыда	5	S	
.	карамын	5	S	
.	карма	5	TS	
.	катнашың	5	T	
.	качасыз	5	TS	
.	качмаган	5	TS	
.	каядер	5	S	
.	керттең	5	S	
.	киемемне	5	S	
.	киемнәремне	5	T	
.	килмичәк	5	S	
.	киләчәксең	5	TS	
.	кистең	5	TS	
.	кисәкчәләре	5	S	
.	китермә	5	TS	
.	китәбезме	5	S	
.	киңәшемне	5	TS	
.	клиентым	5	S	
.	комачаулыйсың	5	TS	
.	конденсаторы	5	S	
.	котырса	5	TS	
.	креветкалар	5	S	
.	кулчатырымны	5	T	
.	курыкканга	5	T	
.	курыктың	5	TS	
.	кушмады	5	TS	
.	кылан	5	TS	
.	кыланыш	5	S	
.	кылычны	5	TS	
.	кычкырыбрак	5	TS	
.	кычкырыр	5	T	
.	күзәтермен	5	S	
.	күренәбез	5	TS	
.	күрмисезме	5	TS	
.	күрмичәксең	5	S	
.	күрмәдеме	5	S	
.	кәчтүмдә	5	S	
.	көкпар	5	T	
.	көлгәнен	5	TS	
.	көлкеме	5	S	
.	көрәкне	5	TS	
.	лампаны	5	TS	
.	лесли	5	S	с заглавной 100% · рядом: шәп 1, сиңа 1, ошамый 1
.	люкны	5	TS	
.	моник	5	S	с заглавной 100% · рядом: нигә 2, мәхәббәтем 1, чыга 1
.	монстр	5	TS	
.	муеныңны	5	TS	
.	мыгырдау	5	S	с заглавной 100% · рядом: кычкыра 1, авызын 1, чинау 1
.	наданның	5	T	
.	наомины	5	S	с заглавной 100% · рядом: син 2, үтердең 2, мин 1
.	начарны	5	TS	
.	невилл	5	S	
.	нишләделәр	5	S	
.	ниятлисең	5	TS	
.	ниятләрендә	5	TS	
.	ням	5	S	рядом: вакытта 1
.	она	5	T	Она слишком большая.
.	охшагансыз	5	S	
.	очрашмас	5	TS	
.	ошармы	5	TS	
.	оялмагыз	5	TS	
.	планлаштырасың	5	T	
.	пролетарий	5	T	
.	пультны	5	S	
.	рептилиус	5	S	с заглавной 50% · рядом: мин 1, максимус 1, әйдә 1
.	розалинд	5	S	
.	ром	5	S	с заглавной 100% · рядом: р 1, итан 1, йөземе 1
.	рәшәткәне	5	S	
.	савыгачаксың	5	S	
.	сагынасыңмы	5	TS	
.	сайладыңмы	5	TS	
.	селия	5	S	с заглавной 100% · рядом: сәлам 1, аңларга 1
.	селкенмәскә	5	S	
.	сикерер	5	TS	
.	симерә	5	T	
.	симуляцияләнгән	5	S	
.	сихерләүне	5	TS	
.	скипетр	5	S	
.	сорадымы	5	TS	
.	сугыштым	5	S	
.	сузасың	5	S	
.	суктың	5	TS	
.	сулышым	5	TS	
.	суртур	5	S	с заглавной 100% · рядом: эт 1, син 1, моның 1
.	сусызлану	5	S	
.	сүзеңдә	5	TS	
.	сүзлегем	5	T	
.	сүзлектән	5	T	
.	сәбәпләрем	5	TS	
.	сәгатемне	5	TS	
.	сәлҗык	5	S	с заглавной 67% · рядом: моңа 1, шаһка 1, ханына 1
.	сөйләшмисең	5	TS	
.	сөйләшмичәк	5	S	
.	сөйләшәчәкмен	5	TS	
.	сөрттем	5	TS	
.	сөяккис	5	S	с заглавной 100% · рядом: макгроунга 1, әзер 1, икән 1
.	сөякләрдән	5	TS	
.	тапшыргычны	5	S	
.	тартасызмы	5	TS	
.	телефоныңны	5	TS	
.	тирәнме	5	TS	
.	тишкән	5	TS	
.	тоташтырам	5	TS	
.	тотканымны	5	T	
.	тотлыгып	5	S	
.	трансивер	5	S	
.	требюше	5	S	
.	тролль	5	S	
.	туктамагыз	5	S	
.	туктарсың	5	S	
