# ПОРЦИЯ tt-003 — 3 из 19. Слова 401–600 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	тоттың	15	TS	
.	яздыңмы	15	TS	
.	алмыйчакмын	14	S	
.	ашадыңмы	14	TS	
.	бирәсеңме	14	TS	
.	джунглидан	14	S	
.	дидеңме	14	TS	
.	итүеңне	14	TS	
.	кабызам	14	TS	
.	качтың	14	S	
.	сэндвич	14	TS	
.	сөйләмәдем	14	TS	
.	таны	14	TS	
.	яратачакмын	14	TS	
.	аңладыгызмы	13	TS	
.	аңламадыңмы	13	TS	
.	борылыгыз	13	TS	
.	иел	13	TS	Иелгәнгә иел, ул да сиңа кол түгел
.	иттеңме	13	TS	
.	карадыгызмы	13	TS	
.	көчән	13	S	
.	салга	13	S	
.	шайтаныма	13	TS	
.	эшләмәдең	13	TS	
.	дигәнеңне	12	TS	
.	илтегез	12	TS	
.	кун	12	S	рядом: син 2, әтисе 1, начар 1
.	минсез	12	TS	
.	мәчем	12	T	
.	ошадымы	12	TS	
.	симуляция	12	S	
.	тешләде	12	TS	
.	эзлисеңме	12	TS	
.	алмадыңмы	11	TS	
.	алмыйчакбыз	11	S	
.	белмәдегезме	11	TS	
.	беләмме	11	TS	
.	булышасыңмы	11	S	
.	кабанны	11	S	
.	килүеңне	11	TS	
.	төзәтәм	11	TS	
.	төшегез	11	TS	
.	уйладыгызмы	11	TS	
