# ПОРЦИЯ tt-017 — 17 из 19. Слова 3201–3400 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	сугам	3	S	
.	сугышасым	3	S	
.	сугышудан	3	TS	
.	суйдым	3	S	
.	сукеше	3	S	
.	сукырайта	3	TS	
.	сумкамда	3	T	
.	сумкамны	3	T	
.	сумкаңа	3	T	
.	сунарчылар	3	S	
.	супербатыры	3	S	
.	суперяман	3	S	
.	сурәтнең	3	T	
.	сусадыңмы	3	TS	
.	сызгырмагыз	3	T	
.	сыйлан	3	TS	
.	сынатма	3	TS	
.	сындырма	3	T	
.	сындырыр	3	T	
.	сыртыңа	3	TS	
.	сырын	3	S	
.	сытам	3	S	
.	сэмми	3	S	с заглавной 100% · рядом: димәк 1, әйдә 1
.	сүгенмә	3	T	
.	сүндердегезме	3	TS	
.	сүндердеңме	3	T	
.	сүнәчәк	3	TS	
.	сүтегез	3	S	
.	сәбәбем	3	TS	
.	сәламлиләр	3	TS	
.	сәламлә	3	TS	
.	сәламәтме	3	TS	
.	сәпид	3	S	
.	сәяхәтегез	3	T	
.	сәяхәтемне	3	TS	
.	сөйгәнне	3	T	
.	сөйләвемне	3	TS	
.	сөйләгәнегезне	3	TS	
.	сөйләшерсең	3	S	
.	сөйләшләрендә	3	T	
.	сөйләшмиме	3	TS	
.	сөйләшмисеңме	3	S	
.	сөйләшмәячәк	3	TS	
.	сөйләшүегез	3	T	
.	сөйләшүчеләргә	3	T	
.	сөйләячәкмен	3	TS	
.	сөлтәр	3	S	
.	сөяркәме	3	TS	
.	табалмас	3	S	
.	табачаксыз	3	S	
.	табибым	3	S	
.	табышмакларны	3	TS	
.	тавышыгыз	3	TS	
.	тагаракка	3	T	
.	тагасы	3	T	
.	тазакай	3	S	
.	тайдан	3	T	
.	тайды	3	TS	
.	тайдым	3	TS	
.	такылдык	3	TS	
.	талашыр	3	TS	
.	талкан	3	T	
.	таллахасси	3	S	с заглавной 100% · рядом: миңа 1, кешесен 1, кешесе 1
.	талымлаучан	3	T	
.	тамса	3	T	
.	тамырында	3	TS	
.	танавына	3	T	
.	таннер	3	S	
