# ПОРЦИЯ tt-018 — 18 из 19. Слова 3401–3600 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	уналтышарлы	3	S	с заглавной 100% · рядом: система 2
.	универ	3	S	
.	унитазда	3	S	
.	урлаганнарын	3	TS	
.	урлаганын	3	TS	
.	урламаган	3	S	
.	урлаткан	3	T	
.	урлыйм	3	S	
.	урнашырсың	3	TS	
.	урынмы	3	TS	
.	урыннарыгызга	3	S	
.	утырачакмын	3	TS	
.	утырачаксың	3	S	
.	утыргансыз	3	TS	
.	уяттыммы	3	TS	
.	уңайсызлануыннан	3	T	
.	файдалымы	3	TS	
.	фарадай	3	S	с заглавной 100% · рядом: даниэл 1, кайтты 1, кушканны 1
.	фарадейны	3	S	с заглавной 100% · рядом: күрмәдеңме 1, ләкин 1, чөнки 1
.	фасылга	3	TS	
.	филтә	3	S	
.	флэшмоб	3	S	
.	формальлек	3	S	
.	формулага	3	S	
.	фортис	3	S	с заглавной 100% · рядом: мин 1, аны 1
.	фотографчы	3	S	
.	фотоңны	3	TS	
.	французмы	3	T	
.	фрейзер	3	S	с заглавной 100% · рядом: фрейзер 4
.	фрейхт	3	S	
.	фуның	3	S	
.	фьюрига	3	S	с заглавной 100% · рядом: ауропада 1, аны 1, бирмичәк 1
.	фюзеляжны	3	S	
.	халатта	3	S	
.	хансо	3	S	с заглавной 100% · рядом: фонды 1, товарда 1, гаиләсеннән 1
.	ханука	3	S	с заглавной 100% · рядом: ахмак 1, зомби 1
.	хаоска	3	TS	
.	хей	3	S	рядом: хей 2, гамарджоба 1
.	хиббс	3	S	с заглавной 100% · рядом: син 1, дусты 1, штатларда 1
.	хизертон	3	S	с заглавной 100% · рядом: люси 1, ханым 1, прайс 1
.	хитроу	3	S	с заглавной 100% · рядом: аэропортының 1, миңа 1, аэропортына 1
.	ходайларның	3	S	с заглавной 100% · рядом: юлымы 1
.	хокукымны	3	S	
.	хоу	3	S	рядом: авырулары 1
.	хушбуйга	3	S	
.	хыялларда	3	TS	
.	хыялларың	3	TS	
.	хыялымдагы	3	T	
.	хәтерлисез	3	S	
.	ципья	3	T	
.	чаб	3	S	рядом: моннан 1, күпме 1
.	чакырганын	3	TS	
.	чакырмас	3	S	
.	чалбарымны	3	T	
.	чалбарыңны	3	TS	
.	чапма	3	TS	
.	чатный	3	TS	с заглавной 67% · рядом: баш 1, муен 1, сөякләр 1
.	чер	3	TS	Чебен тимәс чер итәр, тукмак тисә тик торыр.
.	чибын	3	S	
.	чибәркәем	3	S	
.	чикләвекләрне	3	TS	
.	чиләктә	3	TS	
.	чипны	3	S	
.	чиратыңны	3	S	
.	чирдә	3	S	
.	чишен	3	TS	
.	чишенегез	3	T	
.	чишенә	3	T	
.	чолан	3	TS	
.	чонтык	3	T	
.	чыгарачакмын	3	S	
.	чыгардымы	3	S	
.	чыгардыңмы	3	TS	
.	чыгасыңмы	3	TS	
.	чыгырымнан	3	S	
.	чыкканымны	3	TS	
.	чыктыңмы	3	T	
.	чыланды	3	T	
.	чымырдый	3	S	
.	чырайсыз	3	T	
.	чыҗлый	3	S	с заглавной 100% · рядом: яктырткыч 1
.	чүкечемне	3	S	
.	чүкечең	3	S	
.	чүкечеңне	3	TS	
.	чүкечсез	3	S	
.	чүлнең	3	TS	
.	чүпрәкләр	3	TS	
.	чәлдердем	3	TS	
.	чәчең	3	TS	
.	чәчләремә	3	TS	
.	шакылдый	3	S	с заглавной 67% · рядом: пычак 2, башымда 1, кебек 1
.	шалтыратасызмы	3	T	
.	шалтыратасым	3	TS	
.	шалтыратсын	3	TS	
.	шалтыраттыгыз	3	TS	
.	шалтыраттыгызмы	3	T	
.	шалтыратуымны	3	T	
.	шалтырау	3	TS	
.	шарлатан	3	TS	
.	шартлат	3	S	
.	шартлатачак	3	S	
.	шартлаттык	3	S	
.	шартлыйчак	3	S	
.	шатлаган	3	S	
.	шашкансың	3	S	
.	шаштым	3	S	
.	шаярасың	3	S	
.	шаһны	3	S	
.	шикләндем	3	S	
.	шикәрме	3	TS	
