# ПОРЦИЯ tt-014 — 14 из 19. Слова 2601–2800 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	борсаң	3	TS	
.	борчалар	3	S	
.	борчыласыз	3	TS	
.	борчылмыйсыңмы	3	S	
.	борчымыйм	3	T	
.	борылабыз	3	TS	
.	ботаниклар	3	S	
.	ботинкаларындагы	3	T	
.	ботинкаларың	3	T	
.	бразилиялеләр	3	T	
.	бридж	3	TS	с заглавной 50% · Мин бридж уйный белмим.
.	брокка	3	S	с заглавной 100% · рядом: карьерасын 1, эдди 1, рәхмәт 1
.	брук	3	S	с заглавной 100% · рядом: оп 2, ишекне 1
.	брукфилд	3	S	с заглавной 100% · рядом: хастаханәсе 2, ләкин 1, зооханәсендә 1
.	брюси	3	S	с заглавной 100% · рядом: тәмле 2, чынлапмы 1
.	буйсынасың	3	S	
.	букка	3	TS	
.	букчамда	3	TS	
.	булабызмы	3	S	
.	булмаганыңны	3	TS	
.	булырсыңмы	3	TS	
.	булыштымы	3	TS	
.	булыштыңмы	3	TS	
.	булышыйммы	3	TS	
.	бункердагы	3	S	
.	бурсыкны	3	TS	
.	бурсыкның	3	T	
.	бутадың	3	S	
.	бутербродлар	3	TS	
.	буэнос	3	S	
.	быкылдау	3	S	с заглавной 100% · рядом: аңлашылмаган 1, дәвам 1
.	бьйорн	3	S	
.	бьюгл	3	S	с заглавной 100% · рядом: дэйли 1, фотолары 1, дейли 1
.	бэйн	3	S	с заглавной 100% · рядом: яп 1, мин 1, джимми 1
.	бүлмәгезне	3	T	
.	бүлмәң	3	TS	
.	бүлмәңә	3	S	
.	бүрәнкә	3	TS	
.	бүтәнгә	3	TS	
.	бәйләвеч	3	S	
.	бәйләнгәнен	3	S	
.	бәрелгәндә	3	S	
.	бәрәм	3	S	
