# ПОРЦИЯ tt-006 — 6 из 19. Слова 1001–1200 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	зионны	3	S	с заглавной 100% · рядом: юк 2, әгәр 1, син 1
.	ишетәсез	3	S	
.	йошия	3	S	
.	кабатлыйсың	3	TS	
.	казакча	3	T	
.	кайтардың	3	S	
.	кайттыңмы	3	TS	
.	каравыңны	3	T	
.	катыштырмагыз	3	S	
.	кетто	3	S	
.	кечкенәм	3	S	
.	киттеләрме	3	S	
.	копны	3	S	
.	костюмда	3	S	
.	коткардык	3	S	
.	коткарыйк	3	S	
.	кремы	3	TS	
.	куймам	3	TS	
.	куркытма	3	TS	
.	кушмадым	3	S	
.	кызарды	3	T	
.	кызыкмы	3	TS	
.	кызыксынасыз	3	S	
.	кыланмагыз	3	TS	
.	кысыгыз	3	TS	
.	кыяташны	3	S	
.	күбрәкме	3	TS	
.	күрен	3	TS	
.	күрсәтерсеңме	3	T	
.	күрсәтсәм	3	S	
.	көткәнгә	3	T	
.	көткәнеңне	3	TS	
.	көчегет	3	S	
.	линдси	3	S	с заглавной 100% · рядом: апа 2, китәм 1, кирәктер 1
.	лори	3	T	с заглавной 100% · Ул - Лори.
.	мактанчыкның	3	T	
.	марстагы	3	TS	с заглавной 100% · Марстагы хайваният бакчаларында да Җир хайваннары бар.
.	менсәм	3	S	
.	миең	3	S	
.	милославский	3	S	с заглавной 100% · рядом: мурза 2, мәҗбүр 1, кулда 1
.	монсысы	3	S	
.	ниндине	3	T	
.	нишләгез	3	S	
.	нишләттең	3	TS	
.	ниятлисез	3	T	
.	ниятләрең	3	S	
.	озаккамы	3	TS	
.	оранжереяга	3	S	
.	оһо	3	S	Оһо, Дэниел мин соңгы тапкыр күргәннән бирле бик нык авырайды.
.	палома	3	S	
.	пеннины	3	S	с заглавной 100% · рядом: яратасың 1, кияүгә 1, миңа 1
.	полициячы	3	T	
.	проблемам	3	T	
.	ризалашсам	3	S	
.	руссоны	3	S	с заглавной 100% · рядом: мин 1, эзләргә 1, барыбер 1
.	сагыначакбыз	3	S	
.	салун	3	S	
.	салырсың	3	S	
.	сатмаячакмын	3	T	
.	сеансны	3	S	
.	сигналдан	3	S	
.	сигәк	3	S	
.	сиздегезме	3	TS	
.	сикерүдән	3	S	
.	симуляцияне	3	S	
.	сия	3	TS	Зири чалбарына сия язды.
.	скурдж	3	S	с заглавной 100% · рядом: мин 1, сөйлә 1, кылыч 1
.	слизеринга	3	S	с заглавной 100% · рядом: хәтта 1, каршы 1
.	сорауларсыз	3	S	
.	стэн	3	S	с заглавной 100% · рядом: ит 1, телим 1, мәрьям 1
.	сукырмы	3	TS	
.	сусадым	3	TS	
.	сусаудан	3	S	
.	сырасы	3	TS	
.	сәдәпләр	3	S	
.	сөйличәк	3	S	
.	сөйләшмәкче	3	T	
.	сөйләшмәсәк	3	S	
.	сөйләшүегезне	3	T	
.	сөйләшәләрме	3	T	
.	таб	3	S	рядом: уйлап 1, аны 1, шәһәрне 1
.	таити	3	TS	с заглавной 100% · рядом: диспетчерын 6, сүзе 1
.	тамалар	3	S	
.	тапшыргычы	3	S	
.	ташладыгыз	3	TS	
.	таягың	3	S	
.	тектем	3	S	
.	терел	3	TS	
.	тешең	3	TS	
.	тигезләмәләр	3	S	
.	тимибез	3	S	
.	тод	3	S	с заглавной 100% · рядом: анасы 1
.	томбо	3	S	с заглавной 100% · рядом: син 1, исәнме 1
.	торачаксыңмы	3	TS	
.	тудыка	3	S	
.	туктасаң	3	S	
.	тьфу	3	S	
.	тәңреләр	3	S	
