# ПОРЦИЯ tt-002 — 2 из 19. Слова 201–400 из 3734 (татарская очередь).
# Чем выше слово в списке, тем чаще оно встречается: бросить чтение можно на любой строке.
#
# ОТМЕЧАЙ ТОЛЬКО ОТКАЗЫ. Поставь x в первой колонке у слова, которому не место в клавиатуре;
# всё непомеченное считается принятым. Причину можно дописать тут же: «x имя».
#
# Когда порция дочитана — допиши что угодно после двоеточия в строке ниже и сохрани файл.
# Без этой отметки порция считается непрочитанной, и её слова в приём не пойдут.
# вычитано:
#
# Дальше на компьютере: python3 scripts/review_batches.py collect
#
# колонки: нет | слово | частота | ист | подсказка
#   нет       — «.» не значит ничего; замени на x, чтобы отказать
#   частота   — сколько раз слово встретилось в разговорных корпусах
#   ист       — T Tatoeba (лицензия чистая) · S OpenSubtitles (гранта нет) · TS оба
#   подсказка — стоит только там, где по одному виду слова не решить:
#               «с заглавной 86%» — так часто слово писалось с большой буквы не в начале
#               строки, то есть это, скорее всего, имя; дальше — пример строки или список
#               соседних слов с числом встреч
#
# Примеры в подсказках — предложения из Tatoeba (CC BY 2.0 FR, tatoeba.org). Строк из
# OpenSubtitles здесь нет: лицензии на их распространение не существует (docs/CORPUS-OS.md),
# поэтому оттуда взяты только соседние слова с их числами, а не сам текст.
нет	слово	частота	ист	подсказка
.	югалдың	9	S	
.	яшисезме	9	TS	
.	җитешмәдем	9	S	
.	башлама	8	TS	
.	булышыргамы	8	TS	
.	ишетмәдеңме	8	S	
.	йөгерегез	8	TS	
.	нәмәзмәт	8	S	
.	тешләреңне	8	TS	
.	ух	8	TS	Ух син, чын кеше кебек!
.	ялганлаган	8	T	
.	янчыгымны	8	T	
.	җыел	8	S	
.	әйтмәссезме	8	TS	
.	алганыңны	7	TS	
.	алыйммы	7	TS	
.	атасың	7	S	
.	атаңның	7	S	
.	ашадың	7	TS	
.	ашармын	7	TS	
.	барганымны	7	TS	
.	белүегезне	7	TS	
.	гриффиндор	7	S	с заглавной 100% · рядом: һаффлпафф 1, артта 1, ярышыр 1
.	киегез	7	TS	
.	киткәнсең	7	TS	
.	коп	7	S	рядом: эзли 1, мин 1, пәрәмәч 1
.	күрмисеңме	7	TS	
.	күтенә	7	S	
.	кәһәрләнгән	7	S	
.	пышылдау	7	TS	
.	сагынырмын	7	TS	
.	тылсымны	7	S	
.	төзәттем	7	TS	
.	ябам	7	TS	
.	янтык	7	S	
.	үтермәдең	7	S	
.	анаңа	6	S	
.	арцт	6	S	с заглавной 100% · рядом: әйтте 1, та 1, ахмак 1
.	булышсаң	6	S	
.	йокладыңмы	6	TS	
